Target Distance: 1000, Step Size: 10
9334 (x, y) = (289.091, 159.211)
9335 (x, y) = (289.4, 169.206)
9336 (x, y) = (297.277, 163.046)
9337 (x, y) = (299.773, 172.73)
9338 (x, y) = (302.096, 182.456)
9339 (x, y) = (298.672, 191.851)
9340 (x, y) = (289.095, 188.972)
9341 (x, y) = (279.685, 185.589)
9342 (x, y) = (278.317, 195.495)
9343 (x, y) = (271.714, 187.985)
9344 (x, y) = (279.591, 181.824)
9345 (x, y) = (277.267, 191.55)
9346 (x, y) = (267.799, 188.334)
9347 (x, y) = (276.946, 184.294)
9348 (x, y) = (285.569, 179.23)
9349 (x, y) = (282.903, 188.868)
9350 (x, y) = (284.794, 179.049)
9351 (x, y) = (275.078, 181.415)
9352 (x, y) = (267.04, 187.364)
9353 (x, y) = (269.105, 177.58)
9354 (x, y) = (261.508, 184.083)
9355 (x, y) = (261.021, 194.071)
9356 (x, y) = (267.886, 186.799)
9357 (x, y) = (271.228, 177.374)
9358 (x, y) = (264.299, 184.585)
9359 (x, y) = (265.841, 174.704)
9360 (x, y) = (258.912, 181.915)
9361 (x, y) = (267.911, 186.276)
9362 (x, y) = (272.783, 177.543)
9363 (x, y) = (262.955, 179.391)
9364 (x, y) = (253.068, 180.889)
9365 (x, y) = (249.149, 190.089)
9366 (x, y) = (250.341, 200.018)
9367 (x, y) = (259.991, 197.394)
9368 (x, y) = (252.811, 204.355)
9369 (x, y) = (260.113, 211.188)
9370 (x, y) = (250.418, 208.735)
9371 (x, y) = (241.621, 203.979)
9372 (x, y) = (231.793, 205.827)
9373 (x, y) = (241.79, 205.562)
9374 (x, y) = (234.428, 198.794)
9375 (x, y) = (244.328, 197.383)
9376 (x, y) = (234.347, 196.764)
9377 (x, y) = (224.435, 195.44)
9378 (x, y) = (234.263, 197.288)
9379 (x, y) = (229.547, 188.47)
9380 (x, y) = (228.092, 198.363)
9381 (x, y) = (222.914, 189.808)
9382 (x, y) = (225.324, 180.103)
9383 (x, y) = (217.031, 174.515)
9384 (x, y) = (212.314, 165.697)
9385 (x, y) = (218.299, 157.686)
9386 (x, y) = (220.45, 167.452)
9387 (x, y) = (216.613, 158.217)
9388 (x, y) = (206.67, 159.277)
9389 (x, y) = (197.558, 163.398)
9390 (x, y) = (189.573, 157.378)
9391 (x, y) = (180.95, 152.314)
9392 (x, y) = (185.352, 143.335)
9393 (x, y) = (175.493, 145.008)
9394 (x, y) = (185.229, 142.727)
9395 (x, y) = (192.591, 135.96)
9396 (x, y) = (202.385, 137.981)
9397 (x, y) = (202.517, 147.981)
9398 (x, y) = (194.695, 154.21)
9399 (x, y) = (202.733, 160.16)
9400 (x, y) = (212.257, 157.112)
9401 (x, y) = (219.057, 164.444)
9402 (x, y) = (209.105, 163.472)
9403 (x, y) = (204.943, 172.565)
9404 (x, y) = (202.362, 162.904)
9405 (x, y) = (208.132, 171.071)
9406 (x, y) = (201.332, 178.403)
9407 (x, y) = (206.28, 187.093)
9408 (x, y) = (196.729, 190.056)
9409 (x, y) = (200.81, 199.186)
9410 (x, y) = (208.051, 192.289)
9411 (x, y) = (215.044, 185.14)
9412 (x, y) = (218.799, 194.408)
9413 (x, y) = (218.224, 184.425)
9414 (x, y) = (226.71, 189.716)
9415 (x, y) = (227.108, 179.724)
9416 (x, y) = (233.093, 171.713)
9417 (x, y) = (229.502, 181.046)
9418 (x, y) = (221.517, 175.025)
9419 (x, y) = (218.512, 165.488)
9420 (x, y) = (208.522, 165.045)
9421 (x, y) = (206.631, 155.226)
9422 (x, y) = (196.803, 157.073)
9423 (x, y) = (194.222, 147.412)
9424 (x, y) = (202.889, 152.4)
9425 (x, y) = (212.889, 152.4)
9426 (x, y) = (216.231, 142.974)
9427 (x, y) = (222.564, 150.713)
9428 (x, y) = (230.757, 144.98)
9429 (x, y) = (232.735, 154.782)
9430 (x, y) = (237.529, 163.558)
9431 (x, y) = (241.366, 154.324)
9432 (x, y) = (232.368, 158.685)
9433 (x, y) = (225.765, 151.175)
9434 (x, y) = (215.921, 149.414)
9435 (x, y) = (224.588, 154.402)
9436 (x, y) = (225.163, 144.418)
9437 (x, y) = (217.624, 150.988)
9438 (x, y) = (207.626, 151.164)
9439 (x, y) = (200.826, 158.496)
9440 (x, y) = (192.387, 153.13)
9441 (x, y) = (199.809, 159.833)
9442 (x, y) = (195.249, 150.933)
9443 (x, y) = (189.336, 158.997)
9444 (x, y) = (181.092, 164.657)
9445 (x, y) = (188.803, 171.025)
9446 (x, y) = (181.685, 164.001)
9447 (x, y) = (172.686, 168.362)
9448 (x, y) = (166.844, 160.246)
9449 (x, y) = (163.337, 150.882)
9450 (x, y) = (169.462, 142.977)
9451 (x, y) = (168.446, 152.926)
9452 (x, y) = (178.257, 150.991)
9453 (x, y) = (180.495, 141.245)
9454 (x, y) = (190.368, 139.659)
9455 (x, y) = (192.692, 149.385)
9456 (x, y) = (186.089, 141.875)
9457 (x, y) = (176.942, 137.834)
9458 (x, y) = (185.52, 142.974)
9459 (x, y) = (180.117, 134.56)
9460 (x, y) = (177.027, 144.07)
9461 (x, y) = (179.178, 153.836)
9462 (x, y) = (179.31, 163.835)
9463 (x, y) = (182.484, 154.352)
9464 (x, y) = (191.864, 157.819)
9465 (x, y) = (181.941, 159.055)
9466 (x, y) = (178.851, 168.565)
9467 (x, y) = (185.253, 160.883)
9468 (x, y) = (180.851, 151.903)
9469 (x, y) = (171.6, 155.699)
9470 (x, y) = (161.603, 155.434)
9471 (x, y) = (152.566, 151.152)
9472 (x, y) = (148.165, 142.173)
9473 (x, y) = (147.414, 132.201)
9474 (x, y) = (137.658, 134.395)
9475 (x, y) = (134.736, 143.959)
9476 (x, y) = (144.717, 143.34)
9477 (x, y) = (154.651, 142.192)
9478 (x, y) = (153.371, 132.274)
9479 (x, y) = (157.126, 141.543)
9480 (x, y) = (162.228, 150.143)
9481 (x, y) = (155.559, 157.594)
9482 (x, y) = (148.137, 164.296)
9483 (x, y) = (156.669, 159.081)
9484 (x, y) = (151.118, 150.763)
9485 (x, y) = (142.28, 155.44)
9486 (x, y) = (141.176, 145.501)
9487 (x, y) = (147.231, 153.46)
9488 (x, y) = (156.449, 149.582)
9489 (x, y) = (148.682, 143.283)
9490 (x, y) = (148.019, 153.261)
9491 (x, y) = (155.44, 159.963)
9492 (x, y) = (152.944, 169.646)
9493 (x, y) = (143.66, 165.932)
9494 (x, y) = (138.109, 157.614)
9495 (x, y) = (147.578, 154.398)
9496 (x, y) = (144.07, 145.034)
9497 (x, y) = (150.87, 152.366)
9498 (x, y) = (160.87, 152.366)
9499 (x, y) = (154.401, 159.991)
9500 (x, y) = (162.644, 165.652)
9501 (x, y) = (168.414, 173.82)
9502 (x, y) = (158.638, 171.712)
9503 (x, y) = (165.04, 164.029)
9504 (x, y) = (158.048, 156.88)
9505 (x, y) = (155.638, 147.175)
9506 (x, y) = (164.216, 152.315)
9507 (x, y) = (156.449, 146.016)
9508 (x, y) = (156.848, 136.024)
9509 (x, y) = (154.957, 126.204)
9510 (x, y) = (147.535, 132.906)
9511 (x, y) = (138.186, 129.357)
9512 (x, y) = (128.233, 128.385)
9513 (x, y) = (122.32, 136.449)
9514 (x, y) = (124.986, 146.087)
9515 (x, y) = (120.114, 137.354)
9516 (x, y) = (121.657, 127.473)
9517 (x, y) = (111.661, 127.208)
9518 (x, y) = (121.31, 124.584)
9519 (x, y) = (125.471, 133.677)
9520 (x, y) = (133.403, 139.768)
9521 (x, y) = (127.999, 148.183)
9522 (x, y) = (134.468, 155.808)
9523 (x, y) = (127.413, 162.895)
9524 (x, y) = (120.111, 169.727)
9525 (x, y) = (130.034, 170.963)
9526 (x, y) = (124.632, 162.548)
9527 (x, y) = (128.873, 153.492)
9528 (x, y) = (120.996, 147.332)
9529 (x, y) = (117.738, 156.786)
9530 (x, y) = (127.364, 159.496)
9531 (x, y) = (121.961, 167.91)
9532 (x, y) = (128.498, 160.342)
9533 (x, y) = (118.598, 161.753)
9534 (x, y) = (116.793, 171.589)
9535 (x, y) = (124.616, 177.819)
9536 (x, y) = (134.352, 175.539)
9537 (x, y) = (138.594, 166.483)
9538 (x, y) = (148.592, 166.66)
9539 (x, y) = (139.672, 171.18)
9540 (x, y) = (133.136, 163.612)
9541 (x, y) = (129.962, 154.129)
9542 (x, y) = (134.283, 163.147)
9543 (x, y) = (143.999, 165.514)
9544 (x, y) = (153.886, 167.013)
9545 (x, y) = (161.871, 160.993)
9546 (x, y) = (155.402, 168.618)
9547 (x, y) = (163.492, 162.741)
9548 (x, y) = (170.973, 156.104)
9549 (x, y) = (166.334, 164.964)
9550 (x, y) = (164.53, 174.8)
9551 (x, y) = (154.88, 172.176)
9552 (x, y) = (146.587, 166.588)
9553 (x, y) = (142.426, 175.681)
9554 (x, y) = (150.864, 170.315)
9555 (x, y) = (145.915, 179.004)
9556 (x, y) = (151.244, 170.542)
9557 (x, y) = (154.586, 161.117)
9558 (x, y) = (149.108, 169.484)
9559 (x, y) = (144.549, 160.584)
9560 (x, y) = (136.407, 166.39)
9561 (x, y) = (144.392, 160.37)
9562 (x, y) = (134.458, 159.221)
9563 (x, y) = (141.997, 165.791)
9564 (x, y) = (134.343, 159.356)
9565 (x, y) = (132.279, 149.571)
9566 (x, y) = (124.086, 143.837)
9567 (x, y) = (134.02, 142.689)
9568 (x, y) = (128.25, 150.857)
9569 (x, y) = (132.005, 160.125)
9570 (x, y) = (140.965, 155.684)
9571 (x, y) = (150.864, 157.096)
9572 (x, y) = (154.62, 166.364)
9573 (x, y) = (149.825, 175.14)
9574 (x, y) = (142.833, 167.991)
9575 (x, y) = (147.935, 176.591)
9576 (x, y) = (146.044, 166.772)
9577 (x, y) = (149.634, 176.105)
9578 (x, y) = (158.951, 179.737)
9579 (x, y) = (148.983, 178.941)
9580 (x, y) = (153.543, 170.041)
9581 (x, y) = (149.141, 161.062)
9582 (x, y) = (142.024, 154.038)
9583 (x, y) = (145.198, 144.555)
9584 (x, y) = (151.734, 152.123)
9585 (x, y) = (158.914, 159.084)
9586 (x, y) = (150.982, 165.174)
9587 (x, y) = (157.586, 157.665)
9588 (x, y) = (147.6, 158.195)
9589 (x, y) = (145.019, 148.534)
9590 (x, y) = (150.272, 157.043)
9591 (x, y) = (140.428, 155.282)
9592 (x, y) = (144.83, 146.303)
9593 (x, y) = (151.499, 153.754)
9594 (x, y) = (148.241, 163.209)
9595 (x, y) = (142.69, 154.891)
9596 (x, y) = (132.746, 155.951)
9597 (x, y) = (128.909, 146.716)
9598 (x, y) = (133.626, 137.898)
9599 (x, y) = (139.323, 129.68)
9600 (x, y) = (131.233, 123.802)
9601 (x, y) = (121.439, 125.823)
9602 (x, y) = (119.116, 135.549)
9603 (x, y) = (129.09, 136.257)
9604 (x, y) = (133.492, 127.278)
9605 (x, y) = (133.094, 117.286)
9606 (x, y) = (142.411, 120.918)
9607 (x, y) = (147.664, 129.427)
9608 (x, y) = (137.678, 129.957)
9609 (x, y) = (129.64, 135.906)
9610 (x, y) = (125.319, 144.924)
9611 (x, y) = (123.864, 154.818)
9612 (x, y) = (120.858, 145.28)
9613 (x, y) = (130.327, 142.064)
9614 (x, y) = (127.153, 132.581)
9615 (x, y) = (129.734, 122.92)
9616 (x, y) = (137.156, 129.622)
9617 (x, y) = (130.822, 137.361)
9618 (x, y) = (137.358, 144.929)
9619 (x, y) = (127.435, 146.165)
9620 (x, y) = (135.525, 140.287)
9621 (x, y) = (131.77, 149.555)
9622 (x, y) = (141.507, 147.275)
9623 (x, y) = (131.573, 146.127)
9624 (x, y) = (125.103, 153.752)
9625 (x, y) = (133.245, 159.558)
9626 (x, y) = (142.769, 156.51)
9627 (x, y) = (151.013, 162.172)
9628 (x, y) = (151.322, 172.167)
9629 (x, y) = (158.251, 179.377)
9630 (x, y) = (149.812, 174.011)
9631 (x, y) = (159.724, 172.688)
9632 (x, y) = (165.494, 180.855)
9633 (x, y) = (156.655, 185.533)
9634 (x, y) = (161.604, 194.222)
9635 (x, y) = (165.766, 185.129)
9636 (x, y) = (156.729, 180.848)
9637 (x, y) = (157.657, 170.891)
9638 (x, y) = (165.019, 164.123)
9639 (x, y) = (159.035, 156.112)
9640 (x, y) = (165.504, 163.737)
9641 (x, y) = (163.874, 173.604)
9642 (x, y) = (171.641, 167.305)
9643 (x, y) = (180.308, 172.292)
9644 (x, y) = (176.801, 162.927)
9645 (x, y) = (167.653, 158.887)
9646 (x, y) = (157.692, 159.771)
9647 (x, y) = (148.282, 156.387)
9648 (x, y) = (138.546, 154.106)
9649 (x, y) = (131.943, 146.596)
9650 (x, y) = (126.917, 137.951)
9651 (x, y) = (136.519, 135.157)
9652 (x, y) = (144.058, 141.726)
9653 (x, y) = (145.425, 151.633)
9654 (x, y) = (147.317, 141.813)
9655 (x, y) = (155.139, 148.043)
9656 (x, y) = (164.488, 144.494)
9657 (x, y) = (161.992, 154.178)
9658 (x, y) = (152.011, 153.558)
9659 (x, y) = (152.763, 143.587)
9660 (x, y) = (162.753, 143.145)
9661 (x, y) = (161.561, 153.073)
9662 (x, y) = (151.889, 155.612)
9663 (x, y) = (155.644, 164.88)
9664 (x, y) = (165.642, 165.057)
9665 (x, y) = (170.895, 173.566)
9666 (x, y) = (171.47, 163.582)
9667 (x, y) = (179.813, 169.097)
9668 (x, y) = (170.701, 173.218)
9669 (x, y) = (165.077, 181.486)
9670 (x, y) = (161.986, 190.997)
9671 (x, y) = (171.986, 190.908)
9672 (x, y) = (181.985, 191.085)
9673 (x, y) = (185.242, 200.54)
9674 (x, y) = (187.134, 190.72)
9675 (x, y) = (197.13, 190.455)
9676 (x, y) = (187.846, 186.741)
9677 (x, y) = (195.556, 193.108)
9678 (x, y) = (200.885, 184.646)
9679 (x, y) = (190.895, 184.204)
9680 (x, y) = (190.408, 194.192)
9681 (x, y) = (188.517, 184.372)
9682 (x, y) = (193.155, 193.232)
9683 (x, y) = (199.955, 200.564)
9684 (x, y) = (206.081, 192.66)
9685 (x, y) = (213.677, 199.163)
9686 (x, y) = (203.691, 199.693)
9687 (x, y) = (206.101, 189.988)
9688 (x, y) = (199.172, 197.199)
9689 (x, y) = (190.135, 192.917)
9690 (x, y) = (180.988, 188.876)
9691 (x, y) = (187.723, 181.484)
9692 (x, y) = (188.21, 191.472)
9693 (x, y) = (180.172, 197.422)
9694 (x, y) = (172.405, 191.122)
9695 (x, y) = (174.035, 200.989)
9696 (x, y) = (164.207, 202.836)
9697 (x, y) = (156.726, 196.2)
9698 (x, y) = (164.088, 189.432)
9699 (x, y) = (162.984, 179.494)
9700 (x, y) = (153.023, 180.377)
9701 (x, y) = (161.317, 174.79)
9702 (x, y) = (153.024, 169.202)
9703 (x, y) = (150.614, 159.496)
9704 (x, y) = (140.616, 159.673)
9705 (x, y) = (145.641, 151.028)
9706 (x, y) = (154.958, 154.66)
9707 (x, y) = (153.766, 164.588)
9708 (x, y) = (145.573, 158.855)
9709 (x, y) = (153.558, 152.835)
9710 (x, y) = (161.997, 147.469)
9711 (x, y) = (169.651, 141.033)
9712 (x, y) = (179.479, 142.881)
9713 (x, y) = (169.567, 141.557)
9714 (x, y) = (159.568, 141.734)
9715 (x, y) = (153.944, 150.002)
9716 (x, y) = (162.741, 145.247)
9717 (x, y) = (152.913, 147.095)
9718 (x, y) = (143.73, 151.054)
9719 (x, y) = (146.312, 141.393)
9720 (x, y) = (148.807, 151.077)
9721 (x, y) = (141.689, 144.052)
9722 (x, y) = (145.526, 134.818)
9723 (x, y) = (136.209, 138.45)
9724 (x, y) = (144.503, 132.862)
9725 (x, y) = (134.876, 135.571)
9726 (x, y) = (127.821, 142.658)
9727 (x, y) = (129.276, 152.551)
9728 (x, y) = (135.471, 160.401)
9729 (x, y) = (125.49, 159.782)
9730 (x, y) = (130.439, 168.472)
9731 (x, y) = (136.209, 176.639)
9732 (x, y) = (140.289, 185.769)
9733 (x, y) = (135.73, 176.869)
9734 (x, y) = (145.281, 179.832)
9735 (x, y) = (135.282, 180.009)
9736 (x, y) = (145.11, 181.857)
9737 (x, y) = (154.954, 180.096)
9738 (x, y) = (148.484, 187.722)
9739 (x, y) = (153.662, 179.167)
9740 (x, y) = (162.914, 182.963)
9741 (x, y) = (168.969, 190.921)
9742 (x, y) = (162.104, 183.65)
9743 (x, y) = (152.887, 179.772)
9744 (x, y) = (146.762, 171.867)
9745 (x, y) = (139.897, 164.596)
9746 (x, y) = (136.723, 155.113)
9747 (x, y) = (139.559, 145.523)
9748 (x, y) = (141.883, 155.25)
9749 (x, y) = (137.883, 146.085)
9750 (x, y) = (129.493, 140.644)
9751 (x, y) = (134.287, 149.42)
9752 (x, y) = (144.267, 148.801)
9753 (x, y) = (140.106, 157.894)
9754 (x, y) = (133.306, 165.226)
9755 (x, y) = (123.633, 167.764)
9756 (x, y) = (113.774, 169.438)
9757 (x, y) = (105.107, 174.425)
9758 (x, y) = (102.869, 164.678)
9759 (x, y) = (93.4005, 161.462)
9760 (x, y) = (85.0581, 166.976)
9761 (x, y) = (78.7936, 159.181)
9762 (x, y) = (81.2035, 149.476)
9763 (x, y) = (72.3647, 154.153)
9764 (x, y) = (81.0762, 149.243)
9765 (x, y) = (86.9183, 141.127)
9766 (x, y) = (96.9148, 140.862)
9767 (x, y) = (100.833, 150.062)
9768 (x, y) = (92.0788, 154.895)
9769 (x, y) = (100.959, 150.296)
9770 (x, y) = (90.9602, 150.473)
9771 (x, y) = (90.5622, 140.481)
9772 (x, y) = (100.486, 141.717)
9773 (x, y) = (91.411, 145.918)
9774 (x, y) = (82.2997, 150.04)
9775 (x, y) = (90.2308, 156.13)
9776 (x, y) = (81.434, 151.375)
9777 (x, y) = (75.0325, 143.692)
9778 (x, y) = (84.8436, 141.758)
9779 (x, y) = (90.4679, 150.026)
9780 (x, y) = (86.6309, 140.792)
9781 (x, y) = (95.8823, 144.588)
9782 (x, y) = (105.843, 145.472)
9783 (x, y) = (101.049, 154.248)
9784 (x, y) = (98.382, 163.886)
9785 (x, y) = (108.282, 162.475)
9786 (x, y) = (115.147, 155.203)
9787 (x, y) = (105.372, 153.095)
9788 (x, y) = (109.852, 162.035)
9789 (x, y) = (102.43, 168.737)
9790 (x, y) = (92.4965, 167.589)
9791 (x, y) = (85.7616, 160.197)
9792 (x, y) = (77.5687, 154.463)
9793 (x, y) = (73.0093, 145.563)
9794 (x, y) = (79.5455, 153.131)
9795 (x, y) = (75.304, 144.076)
9796 (x, y) = (65.3603, 145.135)
9797 (x, y) = (75.2942, 143.988)
9798 (x, y) = (74.9845, 153.983)
9799 (x, y) = (65.4603, 150.935)
9800 (x, y) = (56.7927, 155.922)
9801 (x, y) = (50.3912, 148.239)
9802 (x, y) = (41.1738, 144.361)
9803 (x, y) = (36.5355, 153.22)
9804 (x, y) = (33.6992, 143.631)
9805 (x, y) = (43.3716, 146.17)
9806 (x, y) = (34.0544, 149.801)
9807 (x, y) = (24.5303, 146.753)
9808 (x, y) = (33.2418, 141.843)
9809 (x, y) = (26.124, 134.819)
9810 (x, y) = (16.1714, 133.847)
9811 (x, y) = (24.5623, 128.407)
9812 (x, y) = (14.7344, 130.254)
9813 (x, y) = (19.6063, 121.521)
9814 (x, y) = (29.5746, 120.726)
9815 (x, y) = (39.448, 119.14)
9816 (x, y) = (45.5738, 111.236)
9817 (x, y) = (39.2403, 118.975)
9818 (x, y) = (29.2544, 119.505)
9819 (x, y) = (35.7911, 111.937)
9820 (x, y) = (26.7542, 107.655)
9821 (x, y) = (33.9953, 100.759)
9822 (x, y) = (24.072, 101.994)
9823 (x, y) = (33.7444, 104.533)
9824 (x, y) = (31.9401, 114.369)
9825 (x, y) = (38.4763, 121.937)
9826 (x, y) = (47.3964, 126.457)
9827 (x, y) = (38.0163, 129.924)
9828 (x, y) = (45.4971, 123.287)
9829 (x, y) = (36.3858, 127.409)
9830 (x, y) = (45.7348, 123.859)
9831 (x, y) = (41.7349, 114.694)
9832 (x, y) = (31.7365, 114.871)
9833 (x, y) = (35.6551, 124.071)
9834 (x, y) = (27.5131, 129.877)
9835 (x, y) = (18.1028, 126.494)
9836 (x, y) = (18.2353, 136.493)
9837 (x, y) = (8.51936, 138.86)
9838 (x, y) = (18.4877, 138.064)
9839 (x, y) = (27.2421, 142.897)
9840 (x, y) = (17.3422, 144.308)
9841 (x, y) = (13.1007, 135.252)
9842 (x, y) = (22.8165, 137.619)
9843 (x, y) = (15.9519, 130.348)
9844 (x, y) = (16.2613, 140.343)
9845 (x, y) = (20.0164, 149.611)
9846 (x, y) = (10.0728, 150.671)
9847 (x, y) = (3.40337, 158.122)
9848 (x, y) = (-5.17466, 163.262)
9849 (x, y) = (-15.1731, 163.439)
9850 (x, y) = (-18.7638, 172.772)
9851 (x, y) = (-25.0283, 164.977)
9852 (x, y) = (-15.4516, 162.098)
9853 (x, y) = (-22.5071, 169.185)
9854 (x, y) = (-29.1765, 176.636)
9855 (x, y) = (-20.6909, 181.927)
9856 (x, y) = (-27.9929, 188.76)
9857 (x, y) = (-18.012, 188.141)
9858 (x, y) = (-15.5166, 197.824)
9859 (x, y) = (-11.3549, 188.731)
9860 (x, y) = (-18.0243, 196.183)
9861 (x, y) = (-23.0497, 187.537)
9862 (x, y) = (-27.2912, 178.481)
9863 (x, y) = (-17.4801, 176.547)
9864 (x, y) = (-16.0254, 186.44)
9865 (x, y) = (-9.76075, 178.646)
9866 (x, y) = (-19.0122, 182.442)
9867 (x, y) = (-22.6851, 173.141)
9868 (x, y) = (-32.6836, 173.318)
9869 (x, y) = (-22.7027, 172.699)
9870 (x, y) = (-29.1722, 180.324)
9871 (x, y) = (-19.5955, 177.445)
9872 (x, y) = (-22.3471, 167.831)
9873 (x, y) = (-25.1835, 158.242)
9874 (x, y) = (-15.6867, 161.374)
9875 (x, y) = (-10.1355, 153.057)
9876 (x, y) = (-0.235573, 151.646)
9877 (x, y) = (-3.3258, 161.156)
9878 (x, y) = (-1.78329, 151.276)
9879 (x, y) = (-3.15096, 161.182)
9880 (x, y) = (-1.60844, 151.302)
9881 (x, y) = (-8.91038, 158.134)
9882 (x, y) = (-7.89453, 168.082)
9883 (x, y) = (-13.5918, 159.864)
9884 (x, y) = (-22.8092, 155.986)
9885 (x, y) = (-31.648, 160.663)
9886 (x, y) = (-28.3901, 170.117)
9887 (x, y) = (-34.7916, 162.435)
9888 (x, y) = (-42.8817, 156.557)
9889 (x, y) = (-51.1252, 162.218)
9890 (x, y) = (-61.0688, 163.278)
9891 (x, y) = (-51.4429, 165.987)
9892 (x, y) = (-61.3163, 164.401)
9893 (x, y) = (-52.1688, 160.36)
9894 (x, y) = (-62.0126, 158.6)
9895 (x, y) = (-54.7714, 151.703)
9896 (x, y) = (-56.9228, 161.469)
9897 (x, y) = (-66.4736, 164.432)
9898 (x, y) = (-74.9593, 169.723)
9899 (x, y) = (-82.9972, 175.672)
9900 (x, y) = (-73.6801, 179.304)
9901 (x, y) = (-67.0769, 171.794)
9902 (x, y) = (-72.6278, 163.476)
9903 (x, y) = (-67.3746, 171.985)
9904 (x, y) = (-61.1794, 179.835)
9905 (x, y) = (-51.2674, 178.512)
9906 (x, y) = (-52.1073, 188.476)
9907 (x, y) = (-45.3722, 181.084)
9908 (x, y) = (-53.5651, 175.351)
9909 (x, y) = (-44.4177, 171.31)
9910 (x, y) = (-51.087, 178.761)
9911 (x, y) = (-41.1062, 178.143)
9912 (x, y) = (-44.4476, 168.717)
9913 (x, y) = (-49.9249, 177.084)
9914 (x, y) = (-40.5145, 173.701)
9915 (x, y) = (-40.9124, 163.709)
9916 (x, y) = (-33.7945, 156.685)
9917 (x, y) = (-26.0838, 163.052)
9918 (x, y) = (-32.5533, 170.678)
9919 (x, y) = (-23.029, 167.63)
9920 (x, y) = (-25.8654, 158.041)
9921 (x, y) = (-16.3686, 161.173)
9922 (x, y) = (-23.4241, 168.26)
9923 (x, y) = (-21.1864, 158.513)
9924 (x, y) = (-11.3753, 156.579)
9925 (x, y) = (-19.766, 151.138)
9926 (x, y) = (-25.3905, 159.407)
9927 (x, y) = (-35.3655, 160.114)
9928 (x, y) = (-44.6827, 163.746)
9929 (x, y) = (-47.6884, 154.208)
9930 (x, y) = (-57.6786, 153.766)
9931 (x, y) = (-47.6801, 153.943)
9932 (x, y) = (-53.4502, 162.11)
9933 (x, y) = (-46.9135, 154.542)
9934 (x, y) = (-37.1573, 156.737)
9935 (x, y) = (-33.0765, 165.866)
9936 (x, y) = (-40.132, 172.953)
9937 (x, y) = (-37.5507, 163.292)
9938 (x, y) = (-47.2452, 160.839)
9939 (x, y) = (-55.9565, 155.928)
9940 (x, y) = (-64.4422, 161.219)
9941 (x, y) = (-66.6796, 151.473)
9942 (x, y) = (-61.5017, 142.918)
9943 (x, y) = (-55.6596, 134.802)
9944 (x, y) = (-58.581, 144.366)
9945 (x, y) = (-53.7091, 135.633)
9946 (x, y) = (-43.7091, 135.633)
9947 (x, y) = (-45.5134, 145.468)
9948 (x, y) = (-36.8459, 150.456)
9949 (x, y) = (-31.0761, 158.623)
9950 (x, y) = (-38.438, 151.856)
9951 (x, y) = (-37.51, 141.899)
9952 (x, y) = (-47.3537, 140.138)
9953 (x, y) = (-46.6021, 130.166)
9954 (x, y) = (-52.9355, 137.905)
9955 (x, y) = (-43.718, 134.027)
9956 (x, y) = (-38.0937, 142.296)
9957 (x, y) = (-36.2024, 132.476)
9958 (x, y) = (-46.1363, 131.328)
9959 (x, y) = (-55.9953, 133.001)
9960 (x, y) = (-48.8156, 139.962)
9961 (x, y) = (-38.816, 139.874)
9962 (x, y) = (-45.5509, 132.482)
9963 (x, y) = (-51.1754, 140.75)
9964 (x, y) = (-50.2473, 130.793)
9965 (x, y) = (-41.9051, 136.308)
9966 (x, y) = (-41.0655, 146.272)
